item_id,title,developer,release_date,price
4460,City Life 2008,Monte Cristo,2008.0,9.99
17140,Hinterland,"Tilted Mill Entertainment, Inc.",2008.0,9.99
15390,Brothers in Arms: Hell's Highway™,Gearbox Software,2008.0,9.99
21300,Gravitron 2,Dark Castle Software,2008.0,4.99
3050,Xpand Rally Xtreme,Techland,2006.0,4.99
15380,Heroes of Might &amp; Magic V: Hammers of Fate,Nival,2006.0,9.99
19800,Brothers in Arms: Earned in Blood™,Gearbox Software,2005.0,9.99
15370,Heroes of Might &amp; Magic V: Tribes of the East,Nival,2007.0,9.99
19930,The Settlers®: Rise Of An Empire Gold Edition,Blue Byte,2008.0,19.99
15350,Brain Spa,Ubisoft,2007.0,9.99
19810,The Sum of All Fears,Red Storm Entertainment,2002.0,9.99
3540,Peggle™ Nights,"PopCap Games, Inc.",2008.0,4.99
22000,World of Goo,2D BOY,2008.0,9.99
2820,X3: Terran Conflict,Egosoft,2008.0,15.99
18300,Spectraball,Shorebound Studios,2008.0,4.99
20200,Galactic Bowling,Perpetual FX Creative,2008.0,19.99
12200,Bully: Scholarship Edition,Rockstar New England,2008.0,14.99
19900,Far Cry® 2: Fortune's Edition,Ubisoft Montreal,2008.0,9.99
11240,Space Trader: Merchant Marine,Meridian4,2008.0,4.99
256522,PRR Wagon Pack 01,RailSimulator.com,2009.0,4.99
275144,"Class 421 London South East ""Jaffa Cake""",RailSimulator.com,2009.0,4.99
256521,ATSF Wagon Pack 01,RailSimulator.com,2009.0,4.99
222569,GP20 Union Pacific Add-on Livery,Reppo,2009.0,4.99
256535,UK Van Wagon Pack,RailSimulator.com,2009.0,4.99
256611,CSX SD70MAC Add-on Livery,Dovetail Games,2009.0,4.99
256576,CSX ES44AC Add-on Livery,Dovetail Games,2009.0,4.99
9480,Saints Row 2,Volition,2009.0,9.99
17470,Dead Space,EA Redwood Shores,2008.0,19.99
12770,Rise of the Argonauts,Liquid Entertainment,2008.0,9.99
17410,Mirror's Edge™,DICE,2009.0,19.99
18500,Defense Grid: The Awakening,Hidden Path Entertainment,2008.0,9.99
16450,F.E.A.R. 2: Project Origin,Monolith,2009.0,14.99
15400,Harvest: Massive Encounter,Oxeye Game Studio,2008.0,7.99
18600,Mayhem Intergalactic,Inventive Dingo,2007.0,9.99
11340,Larva Mortus,Meridian4,2009.0,4.99
25830,Knights of Honor,Black Sea Studios Ltd,2005.0,9.99
23460,Ceville,Realmforge Studios,2009.0,5.99
10600,Empire: Total War™ - Special Forces Units &amp; Bonus Content,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009.0,2.99
21010,Watchmen: The End is Nigh,Deadline Games,2009.0,4.99
22180,Penumbra Overture,Frictional Games,2007.0,9.99
13210,Unreal Tournament 3 Black,"Epic Games, Inc.",2007.0,19.99
12640,Drakensang,Radon Labs,2009.0,9.99
27020,The Graveyard,Tale of Tales,2008.0,4.99
24740,Burnout Paradise: The Ultimate Box,Criterion Games,2009.0,19.99
26000,The Maw,Twisted Pixel Games,2009.0,9.99
26006,The Maw: River Redirect,Twisted Pixel Games,2009.0,1.25
26005,The Maw: Brute Force,Twisted Pixel Games,2009.0,1.25
11330,Obulis,IonFX,2009.0,4.99
27800,Space Giraffe,Llamasoft LTD,2009.0,9.99
9850,Codename: Panzers - Cold War,"InnoGlow,Stormregion,THQ Nordic",2009.0,14.99
3600,Escape Rosecliff Island,SpinTop Games,2009.0,4.99
29580,Guild Wars Nightfall®,ArenaNet®,2006.0,19.99
29540,Guild Wars® Game of the Year Edition,ArenaNet®,2005.0,19.99
29560,Guild Wars Factions®,ArenaNet®,2006.0,19.99
29570,Guild Wars Trilogy,ArenaNet®,2008.0,29.99
23700,Puzzle Kingdoms,Infinite Interactive,2009.0,14.99
16060,Samantha Swift and the Golden Touch,MumboJumbo,2009.0,9.99
1930,Two Worlds Epic Edition,Reality Pump Studios,2009.0,9.99
18470,Helldorado,Spellbound,2009.0,9.99
7510,X-Blades,Gaijin Entertainment,2009.0,9.99
22200,Zeno Clash,ACE Team,2009.0,9.99
26007,The Maw: Speeder Lane,Twisted Pixel Games,2009.0,1.25
25900,King's Bounty: The Legend,1C Company,2008.0,6.99
16200,Virtual Families,Last Day of Work,2009.0,9.99
7840,Death Track®: Resurrection,Sky Fallen,2009.0,2.99
8890,Freedom Force vs. the Third Reich,Irrational Games,2005.0,4.99
8880,Freedom Force,Irrational Games,2002.0,4.99
34500,Light of Altair,SaintXi,2009.0,14.99
10150,Prototype™,Radical Entertainment,2009.0,19.99
12470,Port Royale 2,Ascaron Entertainment ltd.,2004.0,4.99
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,Bethesda Game Studios,2007.0,14.99
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,Bethesda Game Studios,2002.0,14.99
12440,Ankh 2: Heart of Osiris,Deck 13,2007.0,4.99
32710,Armored Fist 3,NovaLogic,1999.0,9.99
32740,MiG-29 Fulcrum,NovaLogic,1998.0,9.99
12460,BC Kings,Mascot Entertainment,2008.0,4.99
21980,Call of Juarez®: Bound in Blood,Techland,2009.0,9.99
31860,Nancy Drew®: Legend of the Crystal Skull,HeR Interactive,2007.0,6.99
31900,Nancy Drew®: The Creature of Kapu Cave,HeR Interactive,2006.0,6.99
31920,Nancy Drew®: The Phantom of Venice,HeR Interactive,2008.0,6.99
31930,Nancy Drew®: The White Wolf of Icicle Creek,HeR Interactive,2007.0,6.99
35800,BRAINPIPE: A Plunge to Unhumanity,Digital Eel,2008.0,0
31170,Tales of Monkey Island Complete Pack,Telltale Games,2009.0,19.99
21660,Street Fighter® IV,Capcom,2009.0,19.99
6080,Thrillville®: Off the Rails™,Frontier,2007.0,9.99
6010,Indiana Jones® and the Fate of Atlantis™,LucasArts,1992.0,5.99
6090,Armed and Dangerous®,Planet Moon Studios,2003.0,5.99
6060,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,2005.0,9.99
32310,Indiana Jones® and the Last Crusade™,LucasArts,1989.0,5.99
32330,LEGO® Indiana Jones™: The Original Adventures,Traveller's Tales,2008.0,19.99
32360,The Secret of Monkey Island: Special Edition,LucasArts,2009.0,9.99
35300,Warfare,GFI Russia,2008.0,12.99
35310,Clutch,Targem Games,2009.0,9.99
31980,Nancy Drew®: Ransom of the Seven Ships,HeR Interactive,2009.0,6.99
10140,3D Ultra™ Minigolf Adventures,Wanako Games,2006.0,9.99
10100,King's Quest™ Collection,Sierra,2006.0,19.99
10130,TimeShift™,Saber Interactive,2007.0,19.99
10110,Space Quest™ Collection,Sierra,2006.0,19.99
1256,Killing Floor Outbreak Character Pack,Tripwire Interactive,2009.0,7.99
10120,Aces of the Galaxy™,Artech Studios,2008.0,9.99
33520,Tropico Reloaded,"PopTop Software,BreakAway Games,Frog City Software",2009.0,6.99
3610,Mystery P.I. - Lost in Los Angeles,SpinTop Games,2009.0,4.99
21680,Bionic Commando: Rearmed,Capcom,2008.0,9.99
21670,Bionic Commando,Capcom,2009.0,9.99
21030,Watchmen: The End is Nigh Part 2,Deadline Games,2009.0,4.99
36000,Foreign Legion: Buckets of Blood,Sakari Indie,2009.0,4.99
32370,STAR WARS™ - Knights of the Old Republic™,"BioWare,Aspyr (Mac)",2003.0,9.99
29180,Osmos,Hemisphere Games,2009.0,9.99
38410,Fallout 2: A Post Nuclear Role Playing Game,Black Isle Studios,1998.0,9.99
38420,Fallout Tactics: Brotherhood of Steel,14° East,2001.0,9.99
38430,Kingpin — Life of Crime,Xatrix Entertainment,1999.0,9.99
31180,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,Telltale Games,2009.0,19.99
37960,Jewel Quest Pack,iWin,2009.0,19.99
38000,Mahjong Quest Collection,iWin,2009.0,9.99
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",Size Five Games,2009.0,4.99
13570,Tom Clancy's Splinter Cell Chaos Theory®,Ubisoft Montreal,2005.0,9.99
34420,XIII Century – Gold Edition,Unicorn Games Studio,2009.0,4.99
43100,World of Zoo,Blue Fang,2009.0,14.99
35000,Mini Ninjas,IO Interactive,2009.0,9.99
39392,Freeze Tag Fun Pack #2,"Freeze Tag Inc.,iQ212",2009.0,19.99
39391,Freeze Tag Fun Pack #1,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",1999.0,19.99
37600,Windosill,"Vectorpark, Inc.",2009.0,2.99
24029,Train Simulator: Colton &amp; Northern Route Add-On,All Aboard,2009.0,24.99
32140,Midnight Mysteries,MumboJumbo,2009.0,9.99
31190,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,Telltale Games,2009.0,19.99
32770,Joint Operations: Combined Arms Gold,NovaLogic,2009.0,19.99
208306,Train Simulator: US Loco &amp; Asset Pack,Dovetail Games,2009.0,17.99
37300,DinerTown Tycoon,PlayFirst,2009.0,9.99
208300,Train Simulator: European Loco &amp; Asset Pack,Dovetail Games,2009.0,19.99
40300,Risen,Piranha Bytes,2009.0,9.99
35070,Flora's Fruit Farm,Honeyslug,2009.0,3.99
10606,Empire: Total War™ - The Warpath Campaign,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009.0,9.99
40700,Machinarium,Amanita Design,2009.0,9.99
24840,Medal of Honor: Airborne,EA Los Angeles,2007.0,9.99
24870,Need for Speed: Shift,Slightly Mad Studios,2009.0,19.99
41500,Torchlight,Runic Games,2009.0,14.99
24800,Command &amp; Conquer: Red Alert 3 - Uprising,EA Los Angeles,2009.0,19.99
901735,The Stronghold Collection,FireFly Studios,2009.0,19.99
42800,East India Company: Privateer,Nitro Games,2009.0,4.99
39560,Painkiller: Resurrection,Homegrown Games,2009.0,9.99
39550,SpellForce 2 - Anniversary Edition,"Phenomic,THQ Nordic",2009.0,14.99
40330,Secret Files: Tunguska,Animation Arts,2009.0,9.99
40320,Rush for Berlin Gold,Stormregion,2009.0,4.99
31200,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,Telltale Games,2009.0,19.99
3130,Men of War: Red Tide,1C Company,2009.0,4.99
41100,Hammerfight,Konstantin Koshutin,2009.0,4.99
39540,SpellForce - Platinum Edition,Phenomic,2009.0,9.99
34640,Massive Assault: Phantom Renaissance,Wargaming.net,2005.0,9.99
34630,Massive Assault,Wargaming.net,2003.0,9.99
41000,Serious Sam HD: The First Encounter,Croteam,2009.0,14.99
40340,Secret Files 2: Puritas Cordis,Animation Arts,2009.0,9.99
17450,Dragon Age: Origins,BioWare,2009.0,19.99
37100,Aztaka,Citeremis Inc.,2009.0,4.99
37500,Magnetis,Yullaby,2009.0,1.99
42810,For The Glory: A Europa Universalis Game,Crystal Empire Games,2009.0,9.99
10180,Call of Duty®: Modern Warfare® 2,"Infinity Ward,Aspyr (Mac)",2009.0,19.99
32440,LEGO® Star Wars™ - The Complete Saga,"Traveller's Tales,Feral Interactive (Mac)",2009.0,19.99
11450,Overlord™,"Triumph Studios,Virtual Programming",2007.0,4.99
12710,Overlord™: Raising Hell,"Triumph Studios,Virtual Programming",2008.0,9.99
24790,Command &amp; Conquer 3: Tiberium Wars,EA Los Angeles,2007.0,14.99
29120,Yumsters 2: Around the World,KranX Productions,2008.0,4.99
24810,Command &amp; Conquer 3: Kane's Wrath,EA Los Angeles,2009.0,19.99
41800,Gratuitous Space Battles,Positech Games,2009.0,14.99
45300,Wings of Prey,Gaijin Entertainment,2009.0,9.99
41900,The Bard's Tale,inXile Entertainment,2005.0,9.99
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,"LucasArts,Aspyr Studios",2009.0,19.99
22370,Fallout 3: Game of the Year Edition,Bethesda Game Studios,2009.0,19.99
41802,Gratuitous Space Battles: The Tribe,Positech Games,2009.0,5.99
38080,Build-A-Lot,Hip Soft,2007.0,9.99
38090,Build-A-Lot 2: Town of the Year,Hip Soft,2008.0,9.99
38100,Build-A-Lot 3: Passport to Europe,Hip Soft,2009.0,9.99
38070,Coconut Queen,iWin,2009.0,9.99
38210,Roogoo,Spidermonk Entertainment,2009.0,1.99
45700,Devil May Cry 4,Capcom,2008.0,19.99
46410,Avencast: Rise of the Mage,ClockStone Studios,2010.0,9.99
38110,Build-A-Lot 4: Power Source,Hip Soft,2009.0,9.99
38130,Farm Frenzy 2,Alawar,2008.0,4.99
38160,Farm Frenzy 3: American Pie,Alawar,2010.0,9.99
38150,Farm Frenzy 3,Alawar,2009.0,9.99
38120,Farm Frenzy,Alawar,2007.0,4.99
38140,Farm Frenzy: Pizza Party,Alawar,2009.0,4.99
36300,Cake Mania Main Street™,Sandlot Games,2010.0,6.99
36310,Westward® IV: All Aboard,Sandlot Games,2010.0,6.99
36320,Iron Roses,Cateia Games,2010.0,6.99
37030,UFO: Extraterrestrials Gold,Chaos Concept,2010.0,9.99
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,Traveller's Tales,2010.0,19.99
44100,Super Laser  Racer,New Star Games Ltd,2010.0,4.99
25960,Hearts of Iron III: Soviet Infantry Pack DLC,Paradox Interactive,2010.0,0.99
46250,NecroVisioN: Lost Company,The Farm 51,2010.0,6.99
38180,Cradle of Persia,Awem Studio,2007.0,9.99
10695,Aliens vs. Predator Swarm Map Pack,Rebellion,2010.0,7.49
41050,Serious Sam Classic: The First Encounter,Croteam,2001.0,9.99
24055,Train Simulator: Fort Kent to Eagle Lake Route Add-On,All Aboard,2010.0,19.99
48700,Mount &amp; Blade: Warband,TaleWorlds Entertainment,2010.0,19.99
39900,Coniclysm,ZoopTEK,2010.0,4.99
49900,Plain Sight,Beatnik Games,2010.0,4.99
42120,Lead and Gold: Gangs of the Wild West,Fatshark,2010.0,9.99
12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,2010.0,19.99
45730,Dark Void™ Zero,Other Ocean Interactive,2010.0,4.99
45400,Fortix,Nemesys Games,2010.0,0.99
49600,Beat Hazard,Cold Beam Games,2010.0,9.99
901399,Sam &amp; Max: The Devil’s Playhouse,Telltale Games,2010.0,19.99
43500,M.U.D. TV,Realmforge Studios,2010.0,9.99
45302,Wings of Luftwaffe Add-on,Gaijin Entertainment,2010.0,4.99
40930,The Misadventures of P.B. Winterbottom,The Odd Gentlemen,2010.0,4.99
39640,AquaNox 2: Revelation,THQ Nordic,2003.0,4.99
39630,AquaNox,THQ Nordic,2001.0,4.99
23150,Fluttabyes,Red Chain Games Ltd.,2010.0,1.99
50940,Hidden Expedition: Titanic,Big Fish Games,2006.0,9.99
50920,Hidden Expedition: Amazon,Big Fish Games,2008.0,9.99
34178,Napoleon: Total War™ - Coalition Battle Pack,"The Creative Assembly,Feral Interactive (Mac)",2010.0,2.99
37340,Fitness Dash™,Sarbakan,2008.0,6.99
37390,Gemini Lost™,PlayFirst,2009.0,6.99
37310,DinerTown Detective Agency™,Absolutist Ltd.,2009.0,6.99
37360,Mahjong Roadshow™,PlayFirst,2007.0,6.99
49000,Hotel Dash™ Suite Success™,PlayFirst,2009.0,6.99
37330,Nightshift Legacy: The Jaguar's Eye™,PlayFirst,2010.0,6.99
37320,The Nightshift Code™,PlayFirst,2008.0,6.99
37370,TriJinx: A Kristine Kross Mystery™,PlayFirst,2007.0,6.99
37380,Valerie Porter and the Scarlet Scandal™,PlayFirst,2009.0,6.99
19080,Biozone,G5 Entertainment,2010.0,9.99
19030,Rocket Knight,Climax Studios,2010.0,14.99
49800,Flight of the Icarus,Muse Games,2010.0,4.99
33650,Puzzler World,Ideas Pad,2010.0,4.99
901478,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,Ubisoft,2010.0,19.99
33660,Ziro,Kokakiki,2010.0,4.99
34281,Altered Beast™,SEGA,2010.0,2.99
34272,Comix Zone™,SEGA,2010.0,2.99
34270,SEGA Mega Drive and Genesis Classics,D3T Limited,2010.0,61.99
34276,Golden Axe™,SEGA,2010.0,2.99
34274,Ecco the Dolphin™,SEGA,2010.0,2.99
34275,Gain Ground™,SEGA,2010.0,2.99
34277,Shinobi™ III: Return of the Ninja Master,SEGA,2010.0,2.99
34273,Crack Down™,SEGA,2010.0,2.99
34280,VectorMan™,SEGA,2010.0,2.99
34282,Shadow Dancer™,SEGA,2010.0,2.99
34279,Space Harrier™ II,SEGA,2010.0,2.99
34010,Alpha Protocol™,Obsidian Entertainment,2010.0,14.99
22610,Alien Breed: Impact,Team17 Software Ltd.,2010.0,9.99
22440,Fallout 3 - Point Lookout,Bethesda Game Studios,2010.0,4.99
18508,Defense Grid: Resurgence Map Pack 1,Hidden Path Entertainment,2010.0,0.99
22430,Fallout 3 - Mothership Zeta,Bethesda Game Studios,2010.0,4.99
22410,Fallout 3 - Broken Steel,Bethesda Game Studios,2010.0,4.99
22420,Fallout 3 - The Pitt,Bethesda Game Studios,2010.0,4.99
22400,Fallout 3 - Operation Anchorage,Bethesda Game Studios,2010.0,4.99
24780,SimCity™ 4 Deluxe Edition,"EA - Maxis,Aspyr (Mac)",2003.0,19.99
33670,Disciples III - Renaissance Steam Special Edition,"Akella,.dat",2010.0,14.99
40420,Tidalis,"Arcen Games, LLC",2010.0,4.99
34920,Razor2: Hidden Skies,Invent4 Entertainment,2010.0,9.99
48136,The Settlers 7: Uncharted Land Map Pack,Blue Byte,2010.0,3.99
46720,Dimensity,Dagger Games,2008.0,9.99
28000,Kane &amp; Lynch 2: Dog Days,IO Interactive,2010.0,9.99
39680,The Guild II Renaissance,Rune Forge,2010.0,9.99
25962,Hearts of Iron III DLC: German II Spritepack,Paradox Interactive,2010.0,0.99
24634,Trainz Simulator DLC: Blue Comet,N3V Games,2010.0,19.99
63900,Fantasy Wars,Ino-Co,2010.0,4.99
